timestamp;mac;hostname;cpu_percent;cpu_user;cpu_system;cpu_idle;cpu_cores;cpu_threads;memory_total_gb;memory_available;memory_used;memory_percent;swap_used;swap_percent;disk_write_time;disk_read_time;disk_read_bytes;disk_write_bytes;disk_read_count;disk_write_count;net_bytes_recv;net_bytes_sent;net_errors_in;net_errors_out;net_drops_in;net_drops_out
2026-09-04 16:38:45;74:40:bb:ff:30:8b;DESKTOP-ESK3ROD;49.5;156454.78125;43862.90625;888721.25;4;8;7.899723052978516;1.06591796875;6.833805084228516;86.5;1.1113204956054688;7.4;9101;76091;372.11424922943115;197.267963886261;9883628;6889780;0.022534052841365337;0.01442289724946022;0;0;0;0
2026-09-04 16:38:51;74:40:bb:ff:30:8b;DESKTOP-ESK3ROD;30.7;156462.734375;43865.03125;888758.625;4;8;7.899723052978516;1.054901123046875;6.844821929931641;86.6;1.1113204956054688;7.4;9101;76092;372.11468410491943;197.26822328567505;9883637;6889819;0.022619294933974743;0.014466379769146442;0;0;0;0
2026-09-04 16:38:51;74:40:bb:ff:30:8b;DESKTOP-ESK3ROD;31.4;156462.921875;43865.078125;888759.1875;4;8;7.899723052978516;1.0569610595703125;6.842761993408203;86.6;1.1113204956054688;7.4;9101;76092;372.11468410491943;197.26822328567505;9883637;6889819;0.022619294933974743;0.014466379769146442;0;0;0;0
2026-09-04 16:38:57;74:40:bb:ff:30:8b;DESKTOP-ESK3ROD;18.5;156472.609375;43867.125;888794.828125;4;8;7.899723052978516;1.0998001098632812;6.799922943115234;86.1;1.1113204956054688;7.4;9101;76092;372.11533641815186;197.26867151260376;9883649;6889893;0.022620760835707188;0.014466430991888046;0;0;0;0
2026-09-04 16:38:57;74:40:bb:ff:30:8b;DESKTOP-ESK3ROD;16.6;156472.8125;43867.15625;888796.0;4;8;7.899723052978516;1.1002845764160156;6.7994384765625;86.1;1.1113204956054688;7.4;9101;76092;372.11533641815186;197.26867151260376;9883649;6889893;0.022620760835707188;0.014466430991888046;0;0;0;0
2026-09-04 16:39:03;74:40:bb:ff:30:8b;DESKTOP-ESK3ROD;14.8;156482.09375;43870.78125;888829.9375;4;8;7.899723052978516;1.0038604736328125;6.895862579345703;87.3;1.1087608337402344;7.4;9101;76215;372.4924211502075;197.2690281867981;9885642;6889937;0.022631176747381687;0.014503547921776772;0;0;0;0
2026-09-04 16:39:03;74:40:bb:ff:30:8b;DESKTOP-ESK3ROD;15.3;156482.359375;43870.859375;888831.015625;4;8;7.899723052978516;1.0078315734863281;6.8918914794921875;87.2;1.1087608337402344;7.4;9101;76215;372.4924211502075;197.2690281867981;9885642;6889937;0.022631228901445866;0.0145049337297678;0;0;0;0
2026-09-04 16:39:09;74:40:bb:ff:30:8b;DESKTOP-ESK3ROD;29.8;156489.34375;43872.90625;888868.8125;4;8;7.899723052978516;1.0205612182617188;6.879161834716797;87.1;1.1087608337402344;7.4;9101;76215;372.4924325942993;197.26939964294434;9885645;6889969;0.022631474770605564;0.014510584063827991;0;0;0;0
2026-09-04 16:39:15;74:40:bb:ff:30:8b;DESKTOP-ESK3ROD;31.4;156498.765625;43875.75;888904.671875;4;8;7.899723052978516;1.0255050659179688;6.874217987060547;87.0;1.1082725524902344;7.4;9101;76215;372.49291801452637;197.27025890350342;9885661;6890092;0.02263153623789549;0.01451198197901249;0;0;0;0
2026-09-04 16:39:21;74:40:bb:ff:30:8b;DESKTOP-ESK3ROD;23.8;156506.84375;43876.921875;888943.671875;4;8;7.899723052978516;1.0021934509277344;6.897529602050781;87.3;1.1082725524902344;7.4;9101;76215;372.49300956726074;197.2706503868103;9885664;6890147;0.022634622640907764;0.014545251615345478;0;0;0;0
2026-09-04 16:39:27;74:40:bb:ff:30:8b;DESKTOP-ESK3ROD;15.7;156513.59375;43877.859375;888984.234375;4;8;7.899723052978516;1.0058822631835938;6.893840789794922;87.3;1.1082725524902344;7.4;9101;76216;372.4937801361084;197.2711534500122;9885678;6890230;0.02265084069222212;0.014568841084837914;0;0;0;0
2026-09-04 16:39:33;74:40:bb:ff:30:8b;DESKTOP-ESK3ROD;15.3;156520.25;43878.75;889024.875;4;8;7.899723052978516;1.0862808227539062;6.813442230224609;86.2;1.1075401306152344;7.4;9101;76216;372.4945583343506;197.27165412902832;9885709;6890297;0.022659060545265675;0.014582842588424683;0;0;0;0
2026-09-04 16:39:39;74:40:bb:ff:30:8b;DESKTOP-ESK3ROD;14.5;156526.96875;43879.875;889065.34375;4;8;7.899723052978516;1.0869064331054688;6.812816619873047;86.2;1.1074180603027344;7.4;9101;76216;372.50069189071655;197.27200365066528;9885911;6890333;0.022742287255823612;0.014599011279642582;0;0;0;0
